"CommandLine\Strings\Program.pt-BR.resx","FolderCreatedMessage","updated","The folder {0} was created","Foi criado o diretório {0}","13"
"CommandLine\Strings\Program.pt-BR.resx","GenericModulesHeader","updated","Supported generic modules:","Módulos genéricos suportados:","14"
"CommandLine\Strings\Program.pt-BR.resx","IntegerParseError","updated","Unable to parse ""{0}"" into a number","Não foi possível converter ""{0}"" em um número","15"
"CommandLine\Strings\Program.pt-BR.resx","InternalOptionUsedError","updated","The option --{0} was supplied, but it is reserved for internal use and may not be set on the commandline","A opção --{0} é reservada para uso interno e não pode ser utilizada na linha de comando","16"
"CommandLine\Strings\Program.pt-BR.resx","ModifiedFilesHeader","updated","Modified files","Arquivos modificados","17"
"CommandLine\Strings\Program.pt-BR.resx","ModuleIsLoadedAutomatically","updated","Module is loaded atomatically, use --disable-module to prevent this","Utilize --disable-module para desativar um módulo, caso contrário ele será carregado automaticamente","18"
"CommandLine\Strings\Program.pt-BR.resx","ModuleIsNotLoadedAutomatically","updated","Module is not loaded atomatically, use --enable-module to load it","O módulo não foi carregado automaticamente, utilize --enable-module para carregá-lo","19"
"CommandLine\Strings\Program.pt-BR.resx","NewFilesHeader","updated","New files","Arquivos novos","20"
"CommandLine\Strings\Program.pt-BR.resx","NewOrModifiedFilesHeader","updated","New/Modified files","Arquivos novos/modificados","21"
"CommandLine\Strings\Program.pt-BR.resx","ParametersFileOptionLong","missing","This option can be used to store some or all of the options given to the commandline client. The file must be a plain text file, UTF-8 encoding is preferred. Each line in the file should be of the format --option=value. The special options --source and --target can be used to override the localpath and the remote destination uri, respectively. The options in this file take precedence over the options provided on the commandline. You cannot specify filters in both the file and on the commandline.",""
"CommandLine\Strings\Program.pt-BR.resx","ParametersFileOptionShort","missing","Path to a file with parameters",""
"CommandLine\Strings\Program.pt-BR.resx","ProgramUsageBackend","updated","A <backend> is identified by an url like ftp://host/ or ssh://server/.
 Using this system, Duplicati can detect if you want to backup or restore.
 The cleanup and delete commands do not delete files, unless the --force option is specified, so you may examine what files are affected, before actually deleting the files.
 The cleanup command should not be used unless a backup was interrupted and has left partial files. Duplicati will inform you if this happens.
 The delete command can be used to remove backup sets when newer backups are present.","Um <armazenamento> é identificado por uma url como ftp://host/ ou ssh://server/.
 Utilizando este sistema, Duplicati pode detectar se você quer fazer um backup ou restauração.
 Os comandos para apagar e limpar não apagam os arquivos, a não ser que a opção --force seja especificada, desta maneira é possível verificar quais arquivos são afetados, antes de efetivamente apagá-los.
 O comando cleanup não deve ser utilizado a não ser que um backup tenha sido interrompido e deixado arquivos parciais. Duplicati irá informar caso isso ocorra.
 O comando delete pode ser usado para remover backups antigos quando novos estiverem presentes.","22"
"CommandLine\Strings\Program.pt-BR.resx","ProgramUsageBackup","updated","Backup (make a full or incremental backup):
  Duplicati.CommandLine [full] [options] <sourcefolder> <backend>","Backup (realizar um backup completo ou incremental):
  Duplicati.CommandLine [completo] [opções] <pasta-origem> <armazenamento>","23"
"CommandLine\Strings\Program.pt-BR.resx","ProgramUsageCleanup","updated","Cleanup (remove partial and unused files):
  Duplicati.CommandLine cleanup [options] <backend>","Cleanup (remove arquivos parciais e sem uso):
  Duplicati.CommandLine cleanup [opções] <armazenamento>","24"
"CommandLine\Strings\Program.pt-BR.resx","ProgramUsageCreateFolders","updated","Create folder (usually done automatically):
  Duplicati.CommandLine create-folder [options] <backend>","Criar pasta (normalmente realizado automaticamente):
  Duplicati.CommandLine create-folder [opções] <armazenamento>","25"
"CommandLine\Strings\Program.pt-BR.resx","ProgramUsageDeleteOld","updated","Delete old backups:
  Duplicati.CommandLine delete-all-but-n-full <number of full backups to keep> [options] <backend>
  Duplicati.CommandLine delete-older-than <max allowed age> [options] <backend>","Apagar backups antigos:
  Duplicati.CommandLine delete-all-but-n-full <quantidade de backups completos a manter> [opções] <backend>
  Duplicati.CommandLine delete-older-than <idade maxima permitida> [opções] <armazenamento>","26"
"CommandLine\Strings\Program.pt-BR.resx","ProgramUsageFilters","updated","Filters:
 Duplicati uses filters to include and exclude files.
  Duplicati uses a ""first-touch"" filter where the first rule that matches a file determines if the file is included or excluded. Internally Duplicati uses regular expression filters, but supports filters in the form of filename globbing. The order of the commandline arguments also determine what order they are applied in. An example:
    --include=*.txt --exclude=*\Thumbs.db --include=*

  Even though the last filter includes everything, no files named ""Thumbs.db"" are included because they match the exclude rule before the include rule. Paths are evaluated in full, and as paths that are relative to folder being backed up, but including a leading slash. An example:

{0}
  If a folder is excluded, files in that folder are always excluded, even if there are filters that include files in that folder. If a folder is included with a wildcard at the end, all files are included, if the folder is included without a wildcard, files may be excluded or included with extra rules.","Filtros:
 Duplicati utiliza filtros para incluir ou excluir arquivos.
  Duplicati aplica os filtros onde o primeiro filtro a coincidir com o arquivo determina se ele será incluido ou excluido. Internamente, o Duplicati utiliza expressões regulares, entretanto ele suporte mascaras de arquivos também. A ordem dos argumentos na linha de comando também determina a ordem que os filtros serão aplicados. Exemplo:
    --include=*.txt --exclude=*\Thumbs.db --include=*

  Embora o ultimo filtro inclua todos arquivos, nenhum arquivo chamado ""Thumbs.db"" será incluido pois este padrão coincide com o filtro de exclusão antes da regra de inclusão. Os caminhos são avaliados de maneira completa, e de maneira relativa à pasta sendo copiada, incluindo a barra inicial. Exemplo:

{0}
  If a folder is excluded, files in that folder are always excluded, even if there are filters that include files in that folder. If a folder is included with a wildcard at the end, all files are included, if the folder is included without a wildcard, files may be excluded or included with extra rules.","27"
"CommandLine\Strings\Program.pt-BR.resx","ProgramUsageFindLastVersion","updated","Find the last version of a file:
  Duplicati.CommandLine find-last-version [options] --file-to-restore=<files to find> <backend>","Encontrar a última versão de um arquivo:
  Duplicati.CommandLine find-last-version [opções] --file-to-restore=<arquivos a encontrar> <armazenamento>","28"
"CommandLine\Strings\Program.pt-BR.resx","ProgramUsageHeader","updated","********** Duplicati v. {0} **********

Usage:","********** Duplicati v. {0} **********

Uso:","29"
"CommandLine\Strings\Program.pt-BR.resx","ProgramUsageListContentFiles","updated","List content files (files that can be restored):
  Duplicati.CommandLine list-current-files [options] <backend>","Listar arquivos (arquivos que podem ser restaurados):
  Duplicati.CommandLine list-current-files [opções] <armazenamento>","30"
"CommandLine\Strings\Program.pt-BR.resx","ProgramUsageListFiles","updated","List files:
  Duplicati.CommandLine list [options] <backend>","Listar arquivos:
  Duplicati.CommandLine list [opções] <armazenamento>","31"
"CommandLine\Strings\Program.pt-BR.resx","ProgramUsageListSets","updated","List backup sets:
  Duplicati.CommandLine collection-status [options] <backend>","Listar backups:
  Duplicati.CommandLine collection-status [opções] <armazenamento>","32"
"CommandLine\Strings\Program.pt-BR.resx","ProgramUsageListSignatureFiles","updated","List signature files (files in a single backup volume set):
  Duplicati.CommandLine list-actual-signature-files [options] <backend>","Listar arquivos de assinatura (arquivos em um único volume de backup):
  Duplicati.CommandLine list-actual-signature-files [opções] <armazenamento>","33"
"CommandLine\Strings\Program.pt-BR.resx","ProgramUsageListSourceFolders","not-updated","List source folders (folders backed up from):
  Duplicati.CommandLine list-source-folders [options] <backend>","List source folders (folders backed up from):
  Duplicati.CommandLine list-source-folders [options] <backend>","34"
"CommandLine\Strings\Program.pt-BR.resx","ProgramUsageOptionTypes","updated","Option types:
 The following option types are available:
  Integer: a numerical value
  Boolean: a truth value, --force and --force=true are equivalent. --force=false is the opposite
  Timespan: a time in the special time format (explained below)
  Size: a size like 5mb or 200kb
  Enumeration: any of the listed values
  Path: the path to a folder or file
  String: any other type","Tipos de opções:
 Os seguintes tipos de opções estão disponíveis:
  Inteiro: um valor numérico
  Booleano: um valor verdade, --force e --force=true são equivalentes. --force=false é o oposto
  Intervalo de tempo: um intervalo de tempo em um formato especial (explicado a seguir)
  Tamanho: um tamanho como 5mb ou 200kb
  Enumeração: qualquer um dos valores listados
  Caminho: o caminho para uma pasta ou arquivo
  Cadeia de caracteres: qualquer outro tipo","35"
"CommandLine\Strings\Program.pt-BR.resx","ProgramUsagePurgeCache","updated","Purge signature cache:
  Duplicati.CommandLine purge-signature-cache [options]","Apagar cache de assinaturas:
  Duplicati.CommandLine purge-signature-cache [opções]","36"
"CommandLine\Strings\Program.pt-BR.resx","ProgramUsageRestore","updated","Restore (restore all or some files):
  Duplicati.CommandLine [options] <backend> <destinationfolder>","Restaurar (restaurar todos ou alguns arquivos):
  Duplicati.CommandLine [opções] <armazenamento> <pasta de destino>","37"
"CommandLine\Strings\Program.pt-BR.resx","ProgramUsageTimes","updated","Times:
 Duplicati uses the time system from duplicity, where times may be presented as:
  1: the string ""now"", indicating the current time
  2: the number of seconds after epoch, eg: 123456890
  3: a string like ""2009-03-26T08:30:00+01:00""
  4: an interval string, using Y, M, W, D, h, m, s for Year, Month, Week, Day, hour, minute or second, eg: ""1M4D"" for one month and four days, or ""5m"" for five minutes.","Intervalos de tempo:
 Duplicati utiliza o sistema de tempo do duplicity, onde o mesmo é representado assim:
  1: a palavra ""now"", indica o tempo atual
  2: o número de segundos depois do epoch, eg: 123456890
  3: uma cadeia de caracteres como ""2009-03-26T08:30:00+01:00""
  4: um intervalo, utilizando Y, M, W, D, h, m, s para Ano, Mês, Semana, Dia, hora, minuto ou segundo, ex: ""1M4D"" para um mês e quatro dias, ou ""5m"" para cinco minutos.","38"
"CommandLine\Strings\Program.pt-BR.resx","ProgramUsageVerify","updated","Verify backup integrity:
  Duplicati.CommandLine verify <backend> --verification-level=manifest|signatures|full","Verificar integridade do backup:
  Duplicati.CommandLine verify <armazenamento> --verification-level=manifest|signatures|full","39"
"CommandLine\Strings\Program.pt-BR.resx","SupportedBackendsHeader","updated","Supported backends:","Protocolos suportados:","40"
"CommandLine\Strings\Program.pt-BR.resx","SupportedCompressionModulesHeader","updated","Supported compression modules:","Módulos de compressão suportados:","41"
"CommandLine\Strings\Program.pt-BR.resx","SupportedEncryptionModulesHeader","updated","Supported encryption modules:","Módulos de criptografia suportados:","42"
"CommandLine\Strings\Program.pt-BR.resx","SupportedOptionsHeader","updated","Supported options:","Opções suportadas:","43"
"CommandLine\Strings\Program.pt-BR.resx","TimeParseError","updated","Unable to parse ""{0}"" into a time offset: {1}","Não foi possível converter ""{0}"" em uma variação de tempo: {1}","44"
"CommandLine\Strings\Program.pt-BR.resx","UnhandledException","updated","An error occured: {0}","Ocorreu um erro: {0}","45"
"CommandLine\Strings\Program.pt-BR.resx","UnhandledInnerException","updated","The inner error message is: {0}","A mensagem de erro é: {0}","46"
"CommandLine\Strings\Program.pt-BR.resx","UsageExampleLinux","updated","Duplicati.CommandLine /home/user/ ftp://host/folder --exclude=/file.txt

  In this example the file ""/home/user/file.txt"" is excluded.","Duplicati.CommandLine /home/user/ ftp://host/folder --exclude=/file.txt

  Neste exemplo o arquivo ""/home/user/file.txt"" é excluido.","47"
"CommandLine\Strings\Program.pt-BR.resx","UsageExampleWindows","updated","Duplicati.CommandLine C:\Documents\Files ftp://host/folder --exclude=\file.txt

  In this example the file ""C:\Documents\Files\file.txt"" is excluded.","Duplicati.CommandLine C:\Documents\Files ftp://host/folder --exclude=\file.txt

  Neste exemplo o arquivo ""C:\Documents\Files\file.txt"" é excluido.","48"
"CommandLine\Strings\Program.pt-BR.resx","VerificationCompleted","updated","Verification completed, summary:
Manifest files verified: {0}
Signature files verified: {1}
Content files verified: {2}
Errors: {3}","Verificação terminada, resumo:
Manifestos verificados: {0}
Assinatura verificadas: {1}
Conteúdo verificado: {2}
Erros: {3}","49"
"CommandLine\Strings\Program.pt-BR.resx","VerificationErrorHeader","updated","Reported error messages:","Mensagens de erro reportadas:","50"
"CommandLine\Strings\Program.pt-BR.resx","WrongNumberOfCommandsError_v2","updated","Found {0} commands but expected {1}, commands: 
{2}","Esperado {1} mas encontrados {0}, comandos: 
{2}","51"
"GUI\ApplicationSetup.pt-BR.resx","$this.Text","updated","Duplicati setup","Configuração do Duplicati","52"
"GUI\ApplicationSetup.pt-BR.resx","AdvancedTab.Text","updated","Advanced","Avançado","53"
"GUI\ApplicationSetup.pt-BR.resx","BalloonNotificationLevel.ToolTip","updated","Choose the level of notification given by balloon tips","Escolha o nível de notificação das dicas","54"
"GUI\ApplicationSetup.pt-BR.resx","Bandwidth.ToolTip","updated","Set the initial bandwidth limits to use in Duplicati","Defina os valores iniciais de banda para o Duplicati","55"
"GUI\ApplicationSetup.pt-BR.resx","BasicTab.Text","updated","Basic","Básico","56"
"GUI\ApplicationSetup.pt-BR.resx","CacheSizeLabel.Text","updated","Calculating cache size ...","Calculando tamanho do cache ...","57"
"GUI\ApplicationSetup.pt-BR.resx","CacheSizeLabel.ToolTip","unused","The size of the current cache folder","Tamanho da pasta de cache atual","58"
"GUI\ApplicationSetup.pt-BR.resx","CancelBtn.Text","updated","Cancel","Cancelar","59"
"GUI\ApplicationSetup.pt-BR.resx","ClearCacheButton.Text","updated","Clear cache","Eliminar cache","60"
"GUI\ApplicationSetup.pt-BR.resx","ClearCacheButton.ToolTip","updated","Clear any signature files stored in cache, they will be re-downloaded the next time the backup is activated","Limpar quaisquer arquivos de assinatura armazenados em cache, eles serão descarregados novamente a próxima vez que o backup for ativado","61"
"GUI\ApplicationSetup.pt-BR.resx","CommonPassword.ToolTip","updated","Enter the default password to apply to new backups","Digite a senha padrão para os novos backups","62"
"GUI\ApplicationSetup.pt-BR.resx","EncryptionMethod.Text","updated","Encryption method","Tipo de Criptografia","63"
"GUI\ApplicationSetup.pt-BR.resx","EncryptionMethod.ToolTip","updated","Choose the default encryption module to use for new backups","Selecione a criptografia padrão para os novos backups","64"
"GUI\ApplicationSetup.pt-BR.resx","EncryptionModule.ToolTip","updated","Choose the default encryption module to use for new backups","Selecione a criptografia padrão para os novos backups","65"
"GUI\ApplicationSetup.pt-BR.resx","groupBox1.Text","updated","User interface settings","Configurações da interface de usuário","66"
"GUI\ApplicationSetup.pt-BR.resx","groupBox2.Text","updated","Path settings (Advanced)","Configurações adicionais (Avançado)","67"
"GUI\ApplicationSetup.pt-BR.resx","groupBox4.Text","updated","Backup control settings used at startup","Configurações de backup utilizadas na inicialização","68"
"GUI\ApplicationSetup.pt-BR.resx","HideDonateButton.Text","updated","Hide the donate button on the main wizard page","Ocultar botão de doação na página principal do assistente","69"
"GUI\ApplicationSetup.pt-BR.resx","HideDonateButton.ToolTip","unused","Check this box to prevent the display of the donation button in the wizard","Marque esta caixa para não exibir o botão de doação no assistente","70"
"GUI\ApplicationSetup.pt-BR.resx","label1.Text","updated","Time a log is shown in recent backups","Tempo que um backup será exibido","71"
"GUI\ApplicationSetup.pt-BR.resx","label1.ToolTip","updated","Select the time a backup is displayed in the log window after completion","Selecione o tempo em que o relatório de backup será exibido após sua finalização","72"
"GUI\ApplicationSetup.pt-BR.resx","label2.Text","updated","Sections","Sessões","73"
"GUI\ApplicationSetup.pt-BR.resx","label3.Text","updated","User interface language","Idioma da interface","74"
"GUI\ApplicationSetup.pt-BR.resx","label3.ToolTip","updated","Choose the language for the user interface (requires restart)","Selecione o idioma que será utilizado na interface (requer reiniciar)","75"
"GUI\ApplicationSetup.pt-BR.resx","label4.Text","updated","Temporary folder","Pasta temporária","76"
"GUI\ApplicationSetup.pt-BR.resx","label4.ToolTip","unused","Enter the path where Duplicati stores temporary files","Digite o caminho onde o Duplicati irá armazenar os arquivos temporários","77"
"GUI\ApplicationSetup.pt-BR.resx","label5.Text","unused","Password","Senha","78"
"GUI\ApplicationSetup.pt-BR.resx","label5.ToolTip","unused","Enter the default password to apply to new backups","Digite a senha padrão que será utilizada para os novos backups","79"
"GUI\ApplicationSetup.pt-BR.resx","label6.Text","updated","Content","Conteúdo","80"
"GUI\ApplicationSetup.pt-BR.resx","label7.Text","updated","Period to pause duplicati after startup","Período para pausar após o inicio","81"
"GUI\ApplicationSetup.pt-BR.resx","label7.ToolTip","updated","Select the amount of time Duplicat is paused after startup","Selecione o período de tempo que o Duplicati é parado após inicializar","82"
"GUI\ApplicationSetup.pt-BR.resx","label8.Text","updated","Balloon notifications","Notificações por balões","83"
"GUI\ApplicationSetup.pt-BR.resx","label8.ToolTip","updated","Choose the level of notification given by balloon tips","Escolha o nível de detalhe das notificações","84"
"GUI\ApplicationSetup.pt-BR.resx","LanguageSelection.ToolTip","updated","Choose the language for the user interface (requires restart)","Escolha o idioma para a interface de usuário (requer reiniciar)","85"
"GUI\ApplicationSetup.pt-BR.resx","LicenseLink.Text","updated","Homepage","Página inicial","86"
"GUI\ApplicationSetup.pt-BR.resx","LicenseLink.ToolTip","updated","Click to go to the homepage of the currently selected section","Clique para ir à página inicial da seção escolhida","87"
"GUI\ApplicationSetup.pt-BR.resx","LicenseSections.ToolTip","updated","Lists the available license sections","Listar as seções de licensa disponíveis","88"
"GUI\ApplicationSetup.pt-BR.resx","LicenseTab.Text","updated","License","Licença","89"
"GUI\ApplicationSetup.pt-BR.resx","OKBtn.Text","not-updated","OK","OK","90"
"GUI\ApplicationSetup.pt-BR.resx","PasswordDefaultsGroup.Text","updated","Password settings applied to new backups","Configurações de senha para novos backups","91"
"GUI\ApplicationSetup.pt-BR.resx","RecentDuration.ToolTip","updated","Select the time a backup is displayed in the log window after completion","Selecione o tempo que um backup é exibido na tela de log depois de finalizado","92"
"GUI\ApplicationSetup.pt-BR.resx","SignatureCacheEnabled.Text","updated","Signature cache","Cache assinaturas","93"
"GUI\ApplicationSetup.pt-BR.resx","SignatureCacheEnabled.ToolTip","updated","A signature cache limits the amount of data Duplicati needs to download by keeping a copy on the machine, enabling this feature makes the backups faster","O cache de assinaturas limita a quantidade de dados que o Duplicati precisa fazer download, mantendo uma cópia local, ativando esta opção acelera o backup","94"
"GUI\ApplicationSetup.pt-BR.resx","SignatureCachePathBrowse.Text","not-updated","...","...","95"
"GUI\ApplicationSetup.pt-BR.resx","SignatureCachePathBrowse.ToolTip","updated","Browse for the signature cache folder","Exibir a pasta de cache de assinaturas","96"
"GUI\ApplicationSetup.pt-BR.resx","StartupDelayDuration.ToolTip","updated","Select the amount of time Duplicat is paused after startup","Selecione o período de tempo que o Duplicati é parado após inicializar","97"
"GUI\ApplicationSetup.pt-BR.resx","TempPath.ToolTip","updated","Enter the path where Duplicati stores temporary files","Digite o caminho onde o Duplicati irá armazenar os arquivos temporários","98"
"GUI\ApplicationSetup.pt-BR.resx","TempPathBrowse.Text","not-updated","...","...","99"
"GUI\ApplicationSetup.pt-BR.resx","TempPathBrowse.ToolTip","updated","Browse for the temporary folder","Exibir a pasta temporária","100"
"GUI\ApplicationSetup.pt-BR.resx","ThreadPriorityPicker.ToolTip","updated","Set the initial thread priority to be used by Duplicati","Definir a prioridade de processo inicial a ser utilizado pelo Duplicati","101"
"GUI\ApplicationSetup.pt-BR.resx","UseCommonPassword.Text","updated","Use a password to protect backups","Usar uma senha para proteger os backups","102"
"GUI\ApplicationSetup.pt-BR.resx","UseCommonPassword.ToolTip","updated","Enable this to use the same password for multiple backups","Ative esta opção para utilizar a mesma senha em multiplos backups","103"
"GUI\HelperControls\BackupFileList.pt-BR.resx","changeDestinationToolStripMenuItem.Text","updated","Change destination...","Alterar destino...","104"
"GUI\HelperControls\BackupFileList.pt-BR.resx","folderBrowserDialog.Description","updated","Select the folder to restore to","Selecione a pasta de destino","105"
"GUI\HelperControls\BackupFileList.pt-BR.resx","LoadingIndicator.Text","updated","Reading filelist, please wait ...","Lendo lista de arquivos, aguarde ...","106"
"GUI\HelperControls\BackupItems.pt-BR.resx","statusLabel.Text","updated","Loading list of backups","Carregando lista de backups","107"
"GUI\HelperControls\BackupItems.pt-BR.resx","viewFilesToolStripMenuItem.Text","updated","View contents ...","Ver conteúdo ...","108"
"GUI\HelperControls\BandwidthLimit.pt-BR.resx","DownloadLimitCheckbox.Text","updated","Download limit (restore)","Limite de download (restauração)","109"
"GUI\HelperControls\BandwidthLimit.pt-BR.resx","UploadLimitCheckbox.Text","updated","Upload limit (backup)","Limite de upload (backup)","110"
"GUI\HelperControls\CommandLineOptionGrid.pt-BR.resx","argumentDataGridViewTextBoxColumn.HeaderText","not-updated","argument","argument","111"
"GUI\HelperControls\CommandLineOptionGrid.pt-BR.resx","dataGridViewTextBoxColumn1.HeaderText","not-updated","argument","argument","112"
"GUI\HelperControls\CommandLineOptionGrid.pt-BR.resx","enabledDataGridViewCheckBoxColumn.HeaderText","updated","Enabled","Ativado","113"
"GUI\HelperControls\CommandLineOptionGrid.pt-BR.resx","nameDataGridViewTextBoxColumn.HeaderText","updated","Name","Nome","114"
"GUI\HelperControls\CommandLineOptionGrid.pt-BR.resx","valueDataGridViewTextBoxColumn.HeaderText","updated","Value","Valor","115"
"GUI\HelperControls\DurationEditor.pt-BR.resx","CustomDuration.Error","not-updated","s","s","116"
"GUI\HelperControls\DurationEditor.pt-BR.resx","EasyDuration.Items","updated","Each day","Todo dia","117"
"GUI\HelperControls\DurationEditor.pt-BR.resx","EasyDuration.Items1","updated","Each week","Toda semana","118"
"GUI\HelperControls\DurationEditor.pt-BR.resx","EasyDuration.Items2","updated","Each second week","Toda segunda semana","119"
"GUI\HelperControls\DurationEditor.pt-BR.resx","EasyDuration.Items3","updated","Each month","Todo mês","120"
"GUI\HelperControls\DurationEditor.pt-BR.resx","EasyDuration.Items4","updated","Custom ...","Personalizado","121"
"GUI\HelperControls\FilterDialog.pt-BR.resx","$this.Text","updated","FilterDialog","Configurações de Filtro","122"
"GUI\HelperControls\FilterDialog.pt-BR.resx","BrowseFileButton.Text","not-updated","...","...","123"
"GUI\HelperControls\FilterDialog.pt-BR.resx","CancelBtn.Text","updated","Cancel","Cancelar","124"
"GUI\HelperControls\FilterDialog.pt-BR.resx","Exclusive.Text","updated","Exclude files matching the filter","Excluir arquivos que correspondam ao filtro","125"
"GUI\HelperControls\FilterDialog.pt-BR.resx","folderBrowserDialog.Description","updated","Select the folder path to use for the filter","Selecione o caminho para usar no filtro","126"
"GUI\HelperControls\FilterDialog.pt-BR.resx","HelpLink.Text","updated","Filter help","Ajuda do filtro","127"
"GUI\HelperControls\FilterDialog.pt-BR.resx","Inclusive.Text","updated","Include files matching the filter","Incluir arquivos que correspondam ao filtro","128"
"GUI\HelperControls\FilterDialog.pt-BR.resx","IsRegExp.Text","updated","Filter is regular expression","Usar expressão regular","129"
"GUI\HelperControls\FilterDialog.pt-BR.resx","label1.Text","updated","Filter","Filtro","130"
"GUI\HelperControls\FilterDialog.pt-BR.resx","OKBtn.Text","not-updated","OK","OK","131"
"GUI\HelperControls\FilterDialog.pt-BR.resx","openFileDialog.Filter","updated","All files (*.*)|*.*","Todos arquivos (*.*)|*.*","132"
"GUI\HelperControls\FilterDialog.pt-BR.resx","openFileDialog.Title","updated","Select the file to use for the filter","Selecione o arquivo para usar no filtro","133"
"GUI\HelperControls\FilterEditor.pt-BR.resx","AddFilterButton.ToolTipText","updated","Add a new filter","Adicionar novo filtro","134"
"GUI\HelperControls\FilterEditor.pt-BR.resx","btnTestSearch.Text","updated","Test Search Selection...","Testar seleção de pesquisa","135"
"GUI\HelperControls\FilterEditor.pt-BR.resx","EditFilterButton.ToolTipText","updated","Edit the selected filter","Editar o filtro selecionado","136"
"GUI\HelperControls\FilterEditor.pt-BR.resx","ExcludeFolderButton.ToolTipText","updated","Adds an excluded folder to the list","Adiciona uma pasta excluida à lista","137"
"GUI\HelperControls\FilterEditor.pt-BR.resx","groupBox1.Text","updated","Filters","Filtros","138"
"GUI\HelperControls\FilterEditor.pt-BR.resx","HelpButton.Text","updated","Filter help","Ajuda do filtro","139"
"GUI\HelperControls\FilterEditor.pt-BR.resx","HelpButton.ToolTipText","updated","Opens the Duplicati Filter usage Wiki page","Abre a página wiki de uso dos filtros","140"
"GUI\HelperControls\FilterEditor.pt-BR.resx","IncludeFolderButton.ToolTipText","updated","Adds an included folder to the list","Adiciona uma pasta incluida à lista","141"
"GUI\HelperControls\FilterEditor.pt-BR.resx","label1.Text","updated","Test a filename","Testar um arquivo","142"
"GUI\HelperControls\FilterEditor.pt-BR.resx","MoveFilterBottomButton.ToolTipText","updated","Move the selected filter to the bottom","Mover filtro selecionado para o fim","143"
"GUI\HelperControls\FilterEditor.pt-BR.resx","MoveFilterDownButton.ToolTipText","updated","Move the selected filter down","Mover filtro selecionado para baixo","144"
"GUI\HelperControls\FilterEditor.pt-BR.resx","MoveFilterTopButton.ToolTipText","updated","Move the selected filter to the top","Mover filtro selecionado para o topo","145"
"GUI\HelperControls\FilterEditor.pt-BR.resx","MoveFilterUpButton.ToolTipText","updated","Move the selected filter up","Mover filtro selecionado para cima","146"
"GUI\HelperControls\FilterEditor.pt-BR.resx","RemoveFilterButton.ToolTipText","updated","Remove the selected filter","Remover o filtro selecionado","147"
"GUI\HelperControls\FolderPathEntry.pt-BR.resx","BrowseFolderButton.Text","not-updated","...","...","148"
"GUI\HelperControls\FolderPathEntry.pt-BR.resx","BrowseFolderButton.ToolTip","updated","Click to browse for a folder","Clique para exibir uma pasta","149"
"GUI\HelperControls\FolderPathEntry.pt-BR.resx","DeleteButton.ToolTip","updated","Click to remove the entry","Clique para remover a entrada","150"
"GUI\HelperControls\FolderPathEntry.pt-BR.resx","FolderPath.ToolTip","updated","Enter the path to the folder here","Digite o caminho para a pasta aqui","151"
"GUI\HelperControls\FolderPathEntry.pt-BR.resx","SizeLabel.Text","not-updated","(...)","(...)","152"
"GUI\HelperControls\FolderPathEntry.pt-BR.resx","SizeLabel.ToolTip","updated","The size of the selected folder","O tamanho da pasta selecionada","153"
"GUI\HelperControls\Strings\BackupFileList.pt-BR.resx","RootNodeTooltip","updated","Source folder {0}
Target folder: {1}
Right click to change target folder","Pasta de origem: {0}
Pasta de destino: {1}
Clique com o botão direito para alterar a pasta de destino","154"
"GUI\HelperControls\Strings\BackupItems.pt-BR.resx","ErrorStatusDisplay","updated","Error: {0}","Erro: {0}","155"
