"GUI\ApplicationSetup.es-ES.resx","LanguageSelection.ToolTip","updated","Choose the language for the user interface (requires restart)","Escoje el idioma del interfaz de usuario (requiere reinicio)","85"
"GUI\ApplicationSetup.es-ES.resx","LicenseLink.Text","updated","Homepage","Página principal","86"
"GUI\ApplicationSetup.es-ES.resx","LicenseLink.ToolTip","updated","Click to go to the homepage of the currently selected section","Clic para ir a la página principal de la sección actualmente seleccionada","87"
"GUI\ApplicationSetup.es-ES.resx","LicenseSections.ToolTip","updated","Lists the available license sections","Listado de las secciones disponibles de licencias","88"
"GUI\ApplicationSetup.es-ES.resx","LicenseTab.Text","updated","License","Licencia","89"
"GUI\ApplicationSetup.es-ES.resx","OKBtn.Text","updated","OK","De acuerdo","90"
"GUI\ApplicationSetup.es-ES.resx","PasswordDefaultsGroup.Text","updated","Password settings applied to new backups","Configuración de contraseñas aplicada a nuevas copias de seguridad","91"
"GUI\ApplicationSetup.es-ES.resx","RecentDuration.ToolTip","updated","Select the time a backup is displayed in the log window after completion","Selecciona el tiempo que una copia de seguridad es mostrada en la ventana de registro después de completarse","92"
"GUI\ApplicationSetup.es-ES.resx","SignatureCacheEnabled.Text","updated","Signature cache","Caché de firmas","93"
"GUI\ApplicationSetup.es-ES.resx","SignatureCacheEnabled.ToolTip","updated","A signature cache limits the amount of data Duplicati needs to download by keeping a copy on the machine, enabling this feature makes the backups faster","Un caché de firmas limita el total de datos que Duplicati necesita bajar al disponer de una copia en la máquina, activando esta característica se realizan las copias de seguridad más rápidamente","94"
"GUI\ApplicationSetup.es-ES.resx","SignatureCachePathBrowse.Text","not-updated","...","...","95"
"GUI\ApplicationSetup.es-ES.resx","SignatureCachePathBrowse.ToolTip","updated","Browse for the signature cache folder","Navegar para encontrar la carpeta con la caché de firmas","96"
"GUI\ApplicationSetup.es-ES.resx","StartupDelayDuration.ToolTip","updated","Select the amount of time Duplicat is paused after startup","Selecciona el tiempo total que Duplicati debe estar pausado después de arrancar","97"
"GUI\ApplicationSetup.es-ES.resx","TempPath.ToolTip","updated","Enter the path where Duplicati stores temporary files","Entre la ruta donde Duplicati guarda los ficheros temporales","98"
"GUI\ApplicationSetup.es-ES.resx","TempPathBrowse.Text","not-updated","...","...","99"
"GUI\ApplicationSetup.es-ES.resx","TempPathBrowse.ToolTip","updated","Browse for the temporary folder","Navegar para encontrar la carpeta temporal","100"
"GUI\ApplicationSetup.es-ES.resx","ThreadPriorityPicker.ToolTip","updated","Set the initial thread priority to be used by Duplicati","Selecciona la prioridad de procesado usado por Duplicati","101"
"GUI\ApplicationSetup.es-ES.resx","UseCommonPassword.Text","updated","Use a password to protect backups","Usar una contraseña para proteger las copias de seguridad","102"
"GUI\ApplicationSetup.es-ES.resx","UseCommonPassword.ToolTip","updated","Enable this to use the same password for multiple backups","Activa esta opción para utilizar la misma contraseña para varias copias de seguridad","103"
"GUI\HelperControls\BackupFileList.es-ES.resx","changeDestinationToolStripMenuItem.Text","updated","Change destination...","Cambiar destino...","104"
"GUI\HelperControls\BackupFileList.es-ES.resx","folderBrowserDialog.Description","updated","Select the folder to restore to","Selecciona la carpeta donde restaurar","105"
"GUI\HelperControls\BackupFileList.es-ES.resx","LoadingIndicator.Text","updated","Reading filelist, please wait ...","Leyendo el listado de ficheros, por favor espera...","106"
"GUI\HelperControls\BackupItems.es-ES.resx","statusLabel.Text","updated","Loading list of backups","Cargando la lista de copias de seguridad","107"
"GUI\HelperControls\BackupItems.es-ES.resx","viewFilesToolStripMenuItem.Text","updated","View contents ...","Ver contenidos ...","108"
"GUI\HelperControls\BandwidthLimit.es-ES.resx","DownloadLimitCheckbox.Text","updated","Download limit (restore)","Límite de descarga de datos (restauración)","109"
"GUI\HelperControls\BandwidthLimit.es-ES.resx","UploadLimitCheckbox.Text","updated","Upload limit (backup)","Límite de subida de datos (copia de seguridad)","110"
"GUI\HelperControls\CommandLineOptionGrid.es-ES.resx","argumentDataGridViewTextBoxColumn.HeaderText","updated","argument","argumento","111"
"GUI\HelperControls\CommandLineOptionGrid.es-ES.resx","dataGridViewTextBoxColumn1.HeaderText","updated","argument","argumento","112"
"GUI\HelperControls\CommandLineOptionGrid.es-ES.resx","enabledDataGridViewCheckBoxColumn.HeaderText","updated","Enabled","Activado","113"
"GUI\HelperControls\CommandLineOptionGrid.es-ES.resx","nameDataGridViewTextBoxColumn.HeaderText","updated","Name","Nombre","114"
"GUI\HelperControls\CommandLineOptionGrid.es-ES.resx","valueDataGridViewTextBoxColumn.HeaderText","updated","Value","Valor","115"
"GUI\HelperControls\DurationEditor.es-ES.resx","CustomDuration.Error","not-updated","s","s","116"
"GUI\HelperControls\DurationEditor.es-ES.resx","EasyDuration.Items","updated","Each day","Cada día","117"
"GUI\HelperControls\DurationEditor.es-ES.resx","EasyDuration.Items1","updated","Each week","Cada semana","118"
"GUI\HelperControls\DurationEditor.es-ES.resx","EasyDuration.Items2","updated","Each second week","Cada dos semanas","119"
"GUI\HelperControls\DurationEditor.es-ES.resx","EasyDuration.Items3","updated","Each month","Cada mes","120"
"GUI\HelperControls\DurationEditor.es-ES.resx","EasyDuration.Items4","updated","Custom ...","Customizar ...","121"
"GUI\HelperControls\FilterDialog.es-ES.resx","$this.Text","updated","FilterDialog","FiltroDialogo","122"
"GUI\HelperControls\FilterDialog.es-ES.resx","BrowseFileButton.Text","not-updated","...","...","123"
"GUI\HelperControls\FilterDialog.es-ES.resx","CancelBtn.Text","updated","Cancel","Cancelar","124"
"GUI\HelperControls\FilterDialog.es-ES.resx","Exclusive.Text","updated","Exclude files matching the filter","Excluir ficheros que se ajusten al filtro","125"
"GUI\HelperControls\FilterDialog.es-ES.resx","folderBrowserDialog.Description","updated","Select the folder path to use for the filter","Selecciona la carpeta para usar con el filtro","126"
"GUI\HelperControls\FilterDialog.es-ES.resx","HelpLink.Text","updated","Filter help","Ayuda del filtro","127"
"GUI\HelperControls\FilterDialog.es-ES.resx","Inclusive.Text","updated","Include files matching the filter","Incluir ficheros que se ajusten al filtro","128"
"GUI\HelperControls\FilterDialog.es-ES.resx","IsRegExp.Text","updated","Filter is regular expression","El filtro es una expresión regular","129"
"GUI\HelperControls\FilterDialog.es-ES.resx","label1.Text","updated","Filter","Filtro","130"
"GUI\HelperControls\FilterDialog.es-ES.resx","OKBtn.Text","updated","OK","De acuerdo","131"
"GUI\HelperControls\FilterDialog.es-ES.resx","openFileDialog.Filter","updated","All files (*.*)|*.*","Todos los ficheros (*.*)|*.*","132"
"GUI\HelperControls\FilterDialog.es-ES.resx","openFileDialog.Title","updated","Select the file to use for the filter","Selecciona el fichero a usar para el filtro","133"
"GUI\HelperControls\FilterEditor.es-ES.resx","AddFilterButton.ToolTipText","updated","Add a new filter","Añadir un nuevo filtro","134"
"GUI\HelperControls\FilterEditor.es-ES.resx","btnTestSearch.Text","missing","Test Search Selection...","","135"
"GUI\HelperControls\FilterEditor.es-ES.resx","EditFilterButton.ToolTipText","updated","Edit the selected filter","Editar el filtro seleccionado","136"
"GUI\HelperControls\FilterEditor.es-ES.resx","ExcludeFolderButton.ToolTipText","updated","Adds an excluded folder to the list","Añade a la lista una carpeta excluida","137"
"GUI\HelperControls\FilterEditor.es-ES.resx","groupBox1.Text","updated","Filters","Filtros","138"
"GUI\HelperControls\FilterEditor.es-ES.resx","HelpButton.Text","updated","Filter help","Ayuda sobre filtros","139"
"GUI\HelperControls\FilterEditor.es-ES.resx","HelpButton.ToolTipText","updated","Opens the Duplicati Filter usage Wiki page","Abre la página Wiki de Duplicati sobre el uso de filtros","140"
"GUI\HelperControls\FilterEditor.es-ES.resx","IncludeFolderButton.ToolTipText","updated","Adds an included folder to the list","Añade a la lista una carpeta incluida","141"
"GUI\HelperControls\FilterEditor.es-ES.resx","label1.Text","updated","Test a filename","Provar un nombre de archivo","142"
"GUI\HelperControls\FilterEditor.es-ES.resx","MoveFilterBottomButton.ToolTipText","updated","Move the selected filter to the bottom","Poner el filtro seleccionado en último lugar","143"
"GUI\HelperControls\FilterEditor.es-ES.resx","MoveFilterDownButton.ToolTipText","updated","Move the selected filter down","Bajar el filtro seleccionado","144"
"GUI\HelperControls\FilterEditor.es-ES.resx","MoveFilterTopButton.ToolTipText","updated","Move the selected filter to the top","Poner el filtro seleccionado en primer lugar","145"
"GUI\HelperControls\FilterEditor.es-ES.resx","MoveFilterUpButton.ToolTipText","updated","Move the selected filter up","Subir el filtro seleccionado","146"
"GUI\HelperControls\FilterEditor.es-ES.resx","RemoveFilterButton.ToolTipText","updated","Remove the selected filter","Eliminar el filtro seleccionado","147"
"GUI\HelperControls\FolderPathEntry.es-ES.resx","BrowseFolderButton.Text","not-updated","...","...","148"
"GUI\HelperControls\FolderPathEntry.es-ES.resx","BrowseFolderButton.ToolTip","updated","Click to browse for a folder","Haz click para examinar una carpeta","149"
"GUI\HelperControls\FolderPathEntry.es-ES.resx","DeleteButton.ToolTip","updated","Click to remove the entry","Haz click para eliminar la entrada","150"
"GUI\HelperControls\FolderPathEntry.es-ES.resx","FolderPath.ToolTip","updated","Enter the path to the folder here","Introduce la ruta de la carpeta aquí","151"
"GUI\HelperControls\FolderPathEntry.es-ES.resx","SizeLabel.Text","not-updated","(...)","(...)","152"
"GUI\HelperControls\FolderPathEntry.es-ES.resx","SizeLabel.ToolTip","updated","The size of the selected folder","El tamaño de la carpeta seleccionada","153"
"GUI\HelperControls\Strings\BackupFileList.es-ES.resx","RootNodeTooltip","updated","Source folder {0}
Target folder: {1}
Right click to change target folder","Carpeta orígen {0}
Carpeta de destino: {1}
Botón derecho para cambiar la carpeta de destino","154"
"GUI\HelperControls\Strings\BackupItems.es-ES.resx","ErrorStatusDisplay","not-updated","Error: {0}","Error: {0}","155"
"GUI\HelperControls\Strings\BackupItems.es-ES.resx","NoDataReceived","updated","No data received","No se han recibido datos","156"
"GUI\HelperControls\Strings\BackupItems.es-ES.resx","OperationCancelled","updated","Cancelled","Cancelado","157"
"GUI\HelperControls\Strings\BackupItems.es-ES.resx","TooltipFullBackup","updated","Full backup","Copia de seguridad completa","158"
"GUI\HelperControls\Strings\BackupItems.es-ES.resx","TooltipFullBackupWithSize","updated","Full backup - {0}","Copia de seguridad completa - {0}","159"
"GUI\HelperControls\Strings\BackupItems.es-ES.resx","TooltipIncrementalBackup","updated","Incremental backup","Copia de seguridad incremental","160"
"GUI\HelperControls\Strings\BackupItems.es-ES.resx","TooltipIncrementalBackupWithSize","updated","Incremental backup - {0}, chain: {1}","Copia de seguridad incremental - {0}, cadena: {1}","161"
"GUI\HelperControls\Strings\BackupTreeView.es-ES.resx","ConfirmDeleteFolder","updated","Do you want to delete the folder {0} and all the backups contained in it?","¿Quieres borrar la carpeta {0} y todos las copias de seguridad que se encuentren en ella?","162"
"GUI\HelperControls\Strings\BackupTreeView.es-ES.resx","ConfirmRemoveBackup","updated","Remove the backup '{0}' ?","¿Borrar la copia de seguridad '{0}'?","163"
"GUI\HelperControls\Strings\BackupTreeView.es-ES.resx","NewBackup","updated","New Backup","Nueva copia de seguridad","164"
"GUI\HelperControls\Strings\BackupTreeView.es-ES.resx","NewFolder","updated","New Folder","Nueva carpeta","165"
"GUI\HelperControls\Strings\CommandLineOptionsGrid.es-ES.resx","InfoLabelFormat","updated","Value type: {0}. 
{1}. 
{2}","Tipo de valor: {0}. 
{1}. 
{2}","166"
"GUI\HelperControls\Strings\CommandLineOptionsGrid.es-ES.resx","PageNotSupportedWarning","updated","This page is not supported on the current platform, this is a known issue.
A newer version of Mono will enable this page.","Esta página no es compatible con la plataforma actual, esto es un problema conocido.
Una nueva versión de Mono dará soporte a esta página.","167"
"GUI\HelperControls\Strings\DurationEditor.es-ES.resx","CustomDuration","updated","Custom ...","Personalizado ...","168"
"GUI\HelperControls\Strings\FilterDialog.es-ES.resx","InvalidRegExpMessage","updated","The expression is not a valid regular expression: {0}","La expresión no es una expresión regular válida: {0}","169"
"GUI\HelperControls\Strings\FilterEditor.es-ES.resx","ExcludeFolderBrowseTitle","updated","Choose the folder to add for exclusion","Selecciona la carpeta a añadir a la exclusión","170"
"GUI\HelperControls\Strings\FilterEditor.es-ES.resx","FileIsExcluded","updated","The file {0} is excluded due to rule {1}","El fichero {0} ha sido excluido debido a la regla {1}","171"
